"object"	"table"	"filter_field"	"category_value"	"record_count"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"immune system disorder"	"328"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"cancer or benign tumor"	"324"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"disorder of visual system"	"308"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"cardiovascular disorder"	"306"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"hematologic disorder"	"303"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"endocrine system disorder"	"292"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"gastrointestinal disease"	"178"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"urinary system disorder"	"157"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"reproductive system or breast disease"	"150"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"psychiatric disorder"	"83"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"respiratory or thoracic disease"	"64"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"disorder of ear"	"62"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"hepatobiliary disorder"	"40"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"infectious disease"	"16"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"pregnancy or perinatal disease"	"4"
"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"therapeutic_area_name"	"injury, poisoning or other complication"	"2"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"nervous system"	"7220"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"musculoskeletal system"	"2976"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"entire sense organ system"	"2519"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"circulatory system"	"1649"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"cardiovascular system"	"1461"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"integumental system"	"1340"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"digestive system"	"1067"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"excretory system"	"951"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"reproductive system"	"801"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"hematopoietic system"	"506"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"vascular system"	"468"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"alimentary part of gastrointestinal system"	"466"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"respiratory system"	"392"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"lymphoid system"	"155"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"exocrine system"	"62"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"lacrimal apparatus"	"2"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"anatomical_system_name"	"neuroendocrine system"	"1"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"assertion_status"	"inferred_from_mondo_ancestor"	"14914"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"assertion_status"	"inferred_from_doid_ancestor"	"6839"
"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"assertion_status"	"asserted"	"283"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"measurement_layer"	"RNA"	"2469375"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"measurement_layer"	"protein"	"577414"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"measurement_type"	"nCPM"	"1168104"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"measurement_type"	"nTPM"	"692391"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"measurement_type"	"IHC_level"	"426534"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"measurement_type"	"TPM"	"304440"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"measurement_type"	"pTPM"	"304440"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"measurement_type"	"MS_intensity"	"150880"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"detection_status"	"detected"	"2212992"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"detection_status"	"not_detected"	"730088"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"detection_status"	"missing_or_not_measured"	"103709"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"reliability"	"(blank)"	"2620255"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"reliability"	"Approved"	"164503"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"reliability"	"Enhanced"	"156629"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"reliability"	"Uncertain"	"63199"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"reliability"	"Supported"	"42203"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"v7_mapping_state"	"mapped"	"3024088"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"v7_mapping_state"	"unmapped_or_ambiguous"	"22701"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"hpa_missingness_status_v72"	"NO_COMBINED_MISSINGNESS_LIMITATION"	"2943080"
"expression_measurement"	"expression_measurement_v72.tsv.gz"	"hpa_missingness_status_v72"	"SOURCE_UNRESOLVED_MISSING_OR_NOT_MEASURED"	"103709"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"location_role"	"main"	"6123"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"location_role"	"approved"	"4862"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"location_role"	"additional"	"3300"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"location_role"	"supported"	"2448"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"location_role"	"uncertain"	"1714"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"location_role"	"enhanced"	"399"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"location_role"	"extracellular"	"245"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"hpa_reliability"	"Approved"	"9910"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"hpa_reliability"	"Supported"	"6678"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"hpa_reliability"	"Uncertain"	"1571"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"hpa_reliability"	"Enhanced"	"932"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"direct_observation_flag"	"1"	"9668"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"direct_observation_flag"	"0"	"9423"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"v7_mapping_state"	"mapped"	"19001"
"subcellular_localization"	"subcellular_localization_v72.tsv.gz"	"v7_mapping_state"	"unmapped_or_ambiguous"	"90"
"protein_complex"	"protein_complex_v72.tsv.gz"	"complex_class"	"heteromeric_complex"	"4275"
"protein_complex"	"protein_complex_v72.tsv.gz"	"complex_class"	"homomer_or_single_component_complex"	"309"
"protein_complex"	"protein_complex_v72.tsv.gz"	"membrane_relevance"	"all_protein_components_membrane"	"3424"
"protein_complex"	"protein_complex_v72.tsv.gz"	"membrane_relevance"	"contains_membrane_protein"	"1160"
"protein_complex"	"protein_complex_v72.tsv.gz"	"stoichiometry_status"	"source_annotations_available"	"4295"
"protein_complex"	"protein_complex_v72.tsv.gz"	"stoichiometry_status"	"unknown"	"289"
"protein_complex"	"protein_complex_v72.tsv.gz"	"required_optional_subunit_status"	"not_yet_curated"	"4584"
"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"evidence_modality"	"quantitative_binding"	"456030"
"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"evidence_modality"	"bioassay"	"416267"
"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"evidence_modality"	"structure"	"57750"
"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"evidence_modality"	"functional_or_curated_relation"	"12393"
"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"evidence_modality"	"functional_pharmacology"	"15"
"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"cross_database_experiment_mirror_status"	"NOT_DETECTED"	"872237"
"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"cross_database_experiment_mirror_status"	"WITHIN_DATABASE_DUPLICATE_KEY"	"61841"
"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"cross_database_experiment_mirror_status"	"CROSS_DATABASE_MIRROR"	"8377"
"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"cross_database_structure_mirror_status"	"NOT_DETECTED"	"900383"
"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"cross_database_structure_mirror_status"	"WITHIN_DATABASE_DUPLICATE_KEY"	"33695"
"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"cross_database_structure_mirror_status"	"CROSS_DATABASE_MIRROR"	"8377"
"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"target_entity_type_v72"	"canonical_protein"	"942455"
"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"protein_form_specificity_v72"	"ISOFORM_UNSPECIFIED"	"942455"
"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"assignment_policy_v72"	"EXPLICIT_FORM_WHEN_SOURCE_SPECIFIC_ELSE_CANONICAL"	"942455"
