classification_axis	classification_label	classification_source	classification_level	is_inferred	protein_assertion_count
biological_process	metabolic_process	Gene Ontology	ADDITIONAL	0	1979
biological_process	response_to_stimulus	Gene Ontology	ADDITIONAL	0	1729
biological_process	signal_transduction	Gene Ontology	ADDITIONAL	0	1360
biological_process	transport_and_localization	Gene Ontology	ADDITIONAL	0	1229
biological_process	transport_and_localization	Gene Ontology	PRIMARY	0	1116
biological_process	developmental_process	Gene Ontology	ADDITIONAL	0	1023
biological_process	unclassified	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	922
biological_process	signal_transduction	Gene Ontology	PRIMARY	0	855
biological_process	developmental_process	Gene Ontology	PRIMARY	0	729
biological_process	transmembrane_transport	Gene Ontology	ADDITIONAL	0	658
biological_process	organelle_organization	Gene Ontology	ADDITIONAL	0	632
biological_process	response_to_stimulus	Gene Ontology	PRIMARY	0	577
biological_process	protein_metabolic_process	Gene Ontology	ADDITIONAL	0	520
biological_process	protein_metabolic_process	Gene Ontology	PRIMARY	0	513
biological_process	lipid_metabolic_process	Gene Ontology	PRIMARY	0	509
biological_process	immune_system_process	Gene Ontology	PRIMARY	0	458
biological_process	metabolic_process	Gene Ontology	PRIMARY	0	443
biological_process	other_biological_process_annotated	Gene Ontology	PRIMARY	0	437
biological_process	immune_system_process	Gene Ontology	ADDITIONAL	0	433
biological_process	cell_adhesion	Gene Ontology	ADDITIONAL	0	330
biological_process	cell_adhesion	Gene Ontology	PRIMARY	0	309
biological_process	organelle_organization	Gene Ontology	PRIMARY	0	301
biological_process	transmembrane_transport	Gene Ontology	PRIMARY	0	249
biological_process	lipid_metabolic_process	Gene Ontology	ADDITIONAL	0	243
biological_process	cell_death	Gene Ontology	ADDITIONAL	0	189
biological_process	nucleic_acid_metabolic_process	Gene Ontology	PRIMARY	0	144
biological_process	carbohydrate_metabolic_process	Gene Ontology	PRIMARY	0	115
biological_process	cell_death	Gene Ontology	PRIMARY	0	113
biological_process	nucleic_acid_metabolic_process	Gene Ontology	ADDITIONAL	0	79
biological_process	carbohydrate_metabolic_process	Gene Ontology	ADDITIONAL	0	73
biological_process	cell_cycle	Gene Ontology	ADDITIONAL	0	10
biological_process	cell_cycle	Gene Ontology	PRIMARY	0	10
membrane_role	membrane_associated_enzyme	MemPro-derived	PRIMARY	1	1884
membrane_role	family_defined_membrane_role_unresolved	MemPro-derived	PRIMARY	1	1722
membrane_role	receptor	MemPro-derived	PRIMARY	1	1324
membrane_role	signaling_regulator	MemPro-derived	ADDITIONAL	1	740
membrane_role	transporter	MemPro-derived	PRIMARY	1	633
membrane_role	ion_channel	MemPro-derived	PRIMARY	1	472
membrane_role	membrane_associated_enzyme	MemPro-derived	ADDITIONAL	1	413
membrane_role	transporter	MemPro-derived	ADDITIONAL	1	408
membrane_role	receptor	GPCRdb;IUPHAR/BPS Guide to PHARMACOLOGY;MemPro-derived	PRIMARY	1	398
membrane_role	signaling_regulator	MemPro-derived	PRIMARY	1	394
membrane_role	membrane_scaffold_or_linker	MemPro-derived	PRIMARY	1	308
membrane_role	adhesion_recognition	MemPro-derived	PRIMARY	1	253
membrane_role	transporter	TCDB;MemPro-derived	PRIMARY	1	138
membrane_role	immune_or_cell_recognition	MemPro-derived	PRIMARY	1	125
membrane_role	receptor	MemPro-derived	ADDITIONAL	1	111
membrane_role	membrane_scaffold_or_linker	MemPro-derived	ADDITIONAL	1	103
membrane_role	membrane_trafficking	MemPro-derived	PRIMARY	1	98
membrane_role	adhesion_recognition	MemPro-derived	ADDITIONAL	1	75
membrane_role	transporter	TCDB;MemPro-derived	ADDITIONAL	1	52
membrane_role	membrane_organizer	MemPro-derived	PRIMARY	1	38
membrane_role	immune_or_cell_recognition	MemPro-derived	ADDITIONAL	1	29
membrane_role	membrane_trafficking	MemPro-derived	ADDITIONAL	1	22
membrane_role	junction_or_adhesion	MemPro-derived	PRIMARY	1	13
membrane_role	junction_or_adhesion	MemPro-derived	ADDITIONAL	1	11
membrane_role	membrane_organizer	MemPro-derived	ADDITIONAL	1	2
membrane_role	receptor	GPCRdb;IUPHAR/BPS Guide to PHARMACOLOGY;MemPro-derived	ADDITIONAL	1	2
molecular_function	binding_activity	Gene Ontology	PRIMARY	0	2438
molecular_function	binding_activity	Gene Ontology	ADDITIONAL	0	2093
molecular_function	catalytic_activity	Gene Ontology	PRIMARY	0	1501
molecular_function	unclassified	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1260
molecular_function	signaling_receptor_activity	Gene Ontology	PRIMARY	0	1162
molecular_function	molecular_function_regulator	Gene Ontology	ADDITIONAL	0	689
molecular_function	catalytic_activity	Gene Ontology	ADDITIONAL	0	661
molecular_function	transmembrane_transporter_activity	Gene Ontology	ADDITIONAL	0	556
molecular_function	transmembrane_transporter_activity	Gene Ontology	PRIMARY	0	549
molecular_function	molecular_function_regulator	Gene Ontology	PRIMARY	0	352
molecular_function	signaling_receptor_activity	Gene Ontology	ADDITIONAL	0	336
molecular_function	ion_channel_activity	Gene Ontology	PRIMARY	0	321
molecular_function	other_molecular_function_annotated	Gene Ontology	PRIMARY	0	111
molecular_function	ion_channel_activity	Gene Ontology	ADDITIONAL	0	106
molecular_function	structural_molecule_activity	Gene Ontology	PRIMARY	0	106
molecular_function	structural_molecule_activity	Gene Ontology	ADDITIONAL	0	97
specialist_classification	no_specialist_classification	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	4338
specialist_classification	EC: 3.6.5.2	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	98
specialist_classification	GPCRdb: Class A orphans	GPCRdb	PRIMARY	0	80
specialist_classification	EC: 2.7.11.1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	74
specialist_classification	GPCRdb: Odorant family 2	GPCRdb	PRIMARY	0	67
specialist_classification	EC: 2.3.2.27	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	64
specialist_classification	GPCRdb: Odorant family 4	GPCRdb	PRIMARY	0	55
specialist_classification	GPCRdb: Odorant family 5	GPCRdb	PRIMARY	0	50
specialist_classification	EC: 2.7.10.1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	49
specialist_classification	IUPHAR_GtoPdb: CD molecules	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	48
specialist_classification	IUPHAR_GtoPdb: Class A Orphans with emerging pharmacology	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	41
specialist_classification	IUPHAR_GtoPdb: Voltage-gated potassium channels (Kv)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	40
specialist_classification	GPCRdb: Odorant family 10	GPCRdb	PRIMARY	0	38
specialist_classification	EC: 2.7.10.2	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	33
specialist_classification	IUPHAR_GtoPdb: Adhesion Class GPCRs	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	33
specialist_classification	IUPHAR_GtoPdb: SLC35 family of nucleotide sugar transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	31
specialist_classification	EC: 3.1.3.48	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	30
specialist_classification	GPCRdb: Odorant family 6	GPCRdb	PRIMARY	0	30
specialist_classification	GPCRdb: Odorant family 1	GPCRdb	PRIMARY	0	29
specialist_classification	GPCRdb: Odorant family 52	GPCRdb	PRIMARY	0	27
specialist_classification	IUPHAR_GtoPdb: Transient Receptor Potential channels (TRP)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	27
specialist_classification	GPCRdb: Odorant family 8	GPCRdb	PRIMARY	0	26
specialist_classification	IUPHAR_GtoPdb: Integrins	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	26
specialist_classification	GPCRdb: Taste 2 receptors	GPCRdb	PRIMARY	0	25
specialist_classification	IUPHAR_GtoPdb: Taste 2 receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	25
specialist_classification	IUPHAR_GtoPdb: Tumour necrosis factor (TNF) receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	25
specialist_classification	EC: 1.14.14.1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	24
specialist_classification	GPCRdb: Odorant family 51	GPCRdb	PRIMARY	0	24
specialist_classification	IUPHAR_GtoPdb: Chemokine receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	24
specialist_classification	IUPHAR_GtoPdb: Connexins and Pannexins	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	24
specialist_classification	EC: 2.3.1.225	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	23
specialist_classification	GPCRdb: Chemokine receptors	GPCRdb	PRIMARY	0	23
specialist_classification	EC: 3.1.1.4	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	22
specialist_classification	IUPHAR_GtoPdb: M12: Astacin/Adamalysin	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	22
specialist_classification	EC: 7.6.2.1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	21
specialist_classification	IUPHAR_GtoPdb: Class A Orphans with no pharmacology	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	21
specialist_classification	IUPHAR_GtoPdb: Receptor tyrosine phosphatase (RTP) family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	20
specialist_classification	EC: 2.4.1.41	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	19
specialist_classification	EC: 3.1.3.16	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	19
specialist_classification	IUPHAR_GtoPdb: GABAA receptors	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	19
specialist_classification	IUPHAR_GtoPdb: V-type ATPase	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	19
specialist_classification	EC: 2.4.1.17	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	18
specialist_classification	IUPHAR_GtoPdb: Ionotropic glutamate receptors	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	18
specialist_classification	IUPHAR_GtoPdb: Fatty acid-binding proteins	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	16
specialist_classification	IUPHAR_GtoPdb: Nicotinic acetylcholine receptors  (nACh)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	16
specialist_classification	IUPHAR_GtoPdb: F-type ATPase	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	15
specialist_classification	IUPHAR_GtoPdb: Inwardly rectifying potassium channels (KIR)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	15
specialist_classification	IUPHAR_GtoPdb: P4 P-type ATPases: Phospholipid-transporting ATPases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	15
specialist_classification	IUPHAR_GtoPdb: Two-pore domain potassium channels  (K2P)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	15
specialist_classification	EC: 7.1.1.2	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	14
specialist_classification	IUPHAR_GtoPdb: SLC16 family of monocarboxylate transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	14
specialist_classification	IUPHAR_GtoPdb: SLC39 family of metal ion transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	14
specialist_classification	IUPHAR_GtoPdb: Type XIII RTKs: Ephrin receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	14
specialist_classification	GPCRdb: Odorant family 13	GPCRdb	PRIMARY	0	13
specialist_classification	IUPHAR_GtoPdb: Mitochondrial nucleotide transporter subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	13
specialist_classification	IUPHAR_GtoPdb: Phospholipase A2	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	13
specialist_classification	IUPHAR_GtoPdb: SLC7 family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	13
specialist_classification	IUPHAR_GtoPdb: SLC9 family of sodium/hydrogen exchangers	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	13
specialist_classification	EC: 2.3.2.26	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	12
specialist_classification	EC: 2.7.11.13	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	12
specialist_classification	EC: 2.7.11.30	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	12
specialist_classification	EC: 3.1.4.11	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	12
specialist_classification	EC: 3.4.19.12	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	12
specialist_classification	EC: 6.2.1.3	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	12
specialist_classification	GPCRdb: 5-Hydroxytryptamine receptors	GPCRdb	PRIMARY	0	12
specialist_classification	IUPHAR_GtoPdb: 5-Hydroxytryptamine receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	12
specialist_classification	IUPHAR_GtoPdb: ABCA subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	12
specialist_classification	IUPHAR_GtoPdb: Aquaporins	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	12
specialist_classification	IUPHAR_GtoPdb: CYP2 family: drug metabolising subset	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	12
specialist_classification	IUPHAR_GtoPdb: CYP4 family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	12
specialist_classification	IUPHAR_GtoPdb: Hydrolases & Lipases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	12
specialist_classification	IUPHAR_GtoPdb: Phosphoinositide-specific phospholipase C	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	12
specialist_classification	IUPHAR_GtoPdb: S1: Chymotrypsin	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	12
specialist_classification	EC: 7.6.2.2	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	11
specialist_classification	GPCRdb: Frizzled	GPCRdb	PRIMARY	0	11
specialist_classification	GPCRdb: Odorant family 7	GPCRdb	PRIMARY	0	11
specialist_classification	IUPHAR_GtoPdb: ABCB subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	11
specialist_classification	IUPHAR_GtoPdb: ABCC subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	11
specialist_classification	IUPHAR_GtoPdb: Class Frizzled GPCRs	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	11
specialist_classification	IUPHAR_GtoPdb: IL-2 receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	11
specialist_classification	IUPHAR_GtoPdb: Mitochondrial amino acid transporter subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	11
specialist_classification	IUPHAR_GtoPdb: Orphan or poorly characterized SLC22 family members	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	11
specialist_classification	IUPHAR_GtoPdb: SLCO family of organic anion transporting polypeptides	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	11
specialist_classification	EC: 4.6.1.1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	10
specialist_classification	IUPHAR_GtoPdb: Adenylyl cyclases (ACs)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	10
specialist_classification	IUPHAR_GtoPdb: Cyclic nucleotide-regulated channels (CNG)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	10
specialist_classification	IUPHAR_GtoPdb: Inositol polyphosphate phosphatases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	10
specialist_classification	IUPHAR_GtoPdb: M10: Matrix metallopeptidase	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	10
specialist_classification	IUPHAR_GtoPdb: Na+/K+-ATPases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	10
specialist_classification	IUPHAR_GtoPdb: SLC30 zinc transporter family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	10
specialist_classification	IUPHAR_GtoPdb: Toll-like receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	10
specialist_classification	IUPHAR_GtoPdb: Voltage-gated calcium channels  (CaV)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	10
specialist_classification	TCDB: 3.A.2.2.3	TCDB	ADDITIONAL	0	10
specialist_classification	EC: 3.1.3.48	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	9
specialist_classification	EC: 7.2.2.10	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	9
specialist_classification	GPCRdb: Adrenoceptors	GPCRdb	PRIMARY	0	9
specialist_classification	GPCRdb: Odorant family 11	GPCRdb	PRIMARY	0	9
specialist_classification	GPCRdb: Odorant family 9	GPCRdb	PRIMARY	0	9
specialist_classification	GPCRdb: Prostanoid receptors	GPCRdb	PRIMARY	0	9
specialist_classification	IUPHAR_GtoPdb: Adrenoceptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	9
specialist_classification	IUPHAR_GtoPdb: ClC family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	9
specialist_classification	IUPHAR_GtoPdb: IL-6 receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	9
specialist_classification	IUPHAR_GtoPdb: Phosphodiesterases, 3',5'-cyclic nucleotide (PDEs)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	9
specialist_classification	IUPHAR_GtoPdb: Prostanoid receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	9
specialist_classification	IUPHAR_GtoPdb: SLC12 family of cation-coupled chloride transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	9
specialist_classification	IUPHAR_GtoPdb: SLC25 mitochondrial vitamin and co-factor carriers subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	9
specialist_classification	IUPHAR_GtoPdb: Voltage-gated sodium channels (NaV)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	9
specialist_classification	EC: 2.7.1.107	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	8
specialist_classification	EC: 3.1.3.36	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	8
specialist_classification	EC: 3.1.3.95	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	8
specialist_classification	EC: 7.6.2.3	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	8
specialist_classification	GPCRdb: Class C Orphans	GPCRdb	PRIMARY	0	8
specialist_classification	GPCRdb: Metabotropic glutamate receptors	GPCRdb	PRIMARY	0	8
specialist_classification	GPCRdb: Opsins	GPCRdb	PRIMARY	0	8
specialist_classification	GPCRdb: P2Y receptors	GPCRdb	PRIMARY	0	8
specialist_classification	IUPHAR_GtoPdb: Calcium- and sodium-activated potassium channels (KCa, KNa)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	8
specialist_classification	IUPHAR_GtoPdb: Class C Orphans	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	8
specialist_classification	IUPHAR_GtoPdb: Class II transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	8
specialist_classification	IUPHAR_GtoPdb: Metabotropic glutamate receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	8
specialist_classification	IUPHAR_GtoPdb: Oxidoreductases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	8
specialist_classification	IUPHAR_GtoPdb: P2Y receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	8
specialist_classification	IUPHAR_GtoPdb: Src family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	8
specialist_classification	EC: 1.1.1.300	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	7
specialist_classification	EC: 2.3.1.199	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	7
specialist_classification	EC: 2.3.2.31	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	7
specialist_classification	EC: 2.4.1.109	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	7
specialist_classification	EC: 3.1.1.32	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	7
specialist_classification	EC: 3.1.3.86	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	7
specialist_classification	GPCRdb: ADGRG	GPCRdb	PRIMARY	0	7
specialist_classification	GPCRdb: Odorant family 14	GPCRdb	PRIMARY	0	7
specialist_classification	IUPHAR_GtoPdb: C-type lectin-like receptors (CLRs)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	7
specialist_classification	IUPHAR_GtoPdb: CYP11, CYP17, CYP19, CYP20 and CYP21 families	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	7
specialist_classification	IUPHAR_GtoPdb: M1: Aminopeptidase N	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	7
specialist_classification	IUPHAR_GtoPdb: NADPH oxidases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	7
specialist_classification	IUPHAR_GtoPdb: Opsin receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	7
specialist_classification	IUPHAR_GtoPdb: P2X receptors	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	7
specialist_classification	IUPHAR_GtoPdb: SLC10 family of sodium-bile acid co-transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	7
specialist_classification	IUPHAR_GtoPdb: Type I receptor serine/threonine kinases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	7
specialist_classification	EC: 2.3.1.24	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	6
specialist_classification	EC: 2.3.1.51	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	6
specialist_classification	EC: 2.3.1.51	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	6
specialist_classification	EC: 2.7.1.137	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	6
specialist_classification	EC: 2.7.11.26	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	6
specialist_classification	EC: 3.1.1.3	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	6
specialist_classification	EC: 3.1.1.5	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	6
specialist_classification	EC: 3.6.5.2	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	6
specialist_classification	EC: 4.2.1.152	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	6
specialist_classification	EC: 6.2.1.15	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	6
specialist_classification	GPCRdb: Glucagon receptor family	GPCRdb	PRIMARY	0	6
specialist_classification	GPCRdb: Lysophospholipid (LPA) receptors	GPCRdb	PRIMARY	0	6
specialist_classification	GPCRdb: Odorant family 56	GPCRdb	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: 2-Acylglycerol ester turnover	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Acyltransferases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: CatSper and Two-Pore channels (TPC)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Ceramide synthase	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: GABA transporter subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Glucagon receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	6
specialist_classification	IUPHAR_GtoPdb: IL-10 receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Immunoglobulin like domain containing proteins	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Immunoglobulin-like family of IL-1 receptors	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Lysophospholipid (LPA) receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	6
specialist_classification	IUPHAR_GtoPdb: Mitochondrial di- and tri-carboxylic acid transporter subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Mitochondrial uncoupling proteins	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: NOD-like receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Neutral amino acid transporter subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Orphan SLC38 transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: P2B P-type ATPases: Ca2+-ATPases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Phosphatidylinositol kinases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: S8: Subtilisin	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: SLC24 family of sodium/potassium/calcium exchangers	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: SLC27 family of fatty acid transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: SLC57 NiPA-like magnesium transporter family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Sodium-dependent HCO3- transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: Sphingomyelin phosphodiesterase	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	IUPHAR_GtoPdb: TAAR2, TAAR3, TAAR4p, TAAR5, TAAR6, TAAR8, TAAR9	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	6
specialist_classification	IUPHAR_GtoPdb: Transmembrane guanylyl cyclases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	6
specialist_classification	EC: 1.1.1.62	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	5
specialist_classification	EC: 1.14.14.80	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	5
specialist_classification	EC: 1.6.3.1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	5
