classification_axis	classification_label	classification_source	classification_level	is_inferred	protein_assertion_count
structural_family	Mediator complex subunit 28 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Melanoregulin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Membralin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Membrane cofactor protein CD46	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Membrane magnesium transporter (TC 1.A.67) family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Membrane protein MLC1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Membrane transport PIN-like	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Membrane-anchored ubiquitin-fold protein	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Membrane-bound acyltransferase family, Porcupine subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Menorin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Metallo-dependent hydrolases superfamily, Adenosine and AMP deaminases family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Metallo-dependent hydrolases superfamily, HutI family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Metallo-dependent phosphatase-like	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Metallophosphoesterase superfamily, LOC643853 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Metallophosphoesterase superfamily, MPPE1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Metaxin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Methylglyoxal synthase-like domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Methylthiotransferase family, CDKAL1 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Methyltransferase superfamily, L-isoaspartyl/D-aspartyl protein methyltransferase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Mical family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Microsomal triglyceride transfer protein large subunit	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Microtubule associated protein MAP2/MAP4/Tau	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Microtubule-associated protein Tau	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Mitochondrial ATP Synthase-Associated	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Mitochondrial GEF domain-containing protein	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Mitochondrial Rho GTPase/EF-hand domain-containing protein	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Mitochondrial antiviral-signaling domain-containing protein	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Mitochondrial carrier (TC 2.A.29) family, SLC25A38 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Mitochondrial import inner membrane translocase subunit Tim29	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Mitochondrial nucleoid-associated protein 1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Mitoregulin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	MoaB/Mog family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Modulator of smoothened protein	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	MoeA family	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Monocyte differentiation antigen CD14	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Monovalent cation:proton antiporter 2 (CPA2) transporter (TC 2.A.37) family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Motilin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	MsrA Met sulfoxide reductase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Mucin, cleavage site, TM and cytoplasmic tail region	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Mucin-16	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Mucin-22-like	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Mucin-like protein 3	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Mucin/von Willebrand/Thrombospondin superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Mucosal Integrity Associated	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Mucosal addressin cell adhesion molecule 1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Multidrug transporter EmrE superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Muscular LMNA-interacting protein	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	MyTH4 domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Myelin P0 protein-related	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Myelin basic protein family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Myeloid differentiation primary response protein MyD88	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Myoregulin	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	N-terminal EF-hand calcium binding protein 1/2/3	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	N-terminal of Junction-mediating and WASP homolog-associated	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	NAD(P)-dependent epimerase/dehydratase family, UDP-glucuronic acid decarboxylase subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NADPH--cytochrome P450 reductase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NALCN family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NAPE-PLD family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NCF2/NOXA1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NDC1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NDRG family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NDUFAF4 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NFAT activation molecule 1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NFX1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NHER family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NHS family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NKG2-D type II integral membrane protein	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	NLRP Inflammasome	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	NOC2 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NPDC1/cab-1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NPR2 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NPR3 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NSE4 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NSMF family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NTPase KAP P-loop domain-containing protein	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NUP153 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NUP186/NUP192/NUP205 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NUP54 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NUP58 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nectin and Nectin-like	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Neurabin-like family	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Neural chondroitin sulphate proteoglycan cytoplasmic domain	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Neuralized	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Neurexin-related cell adhesion and synaptic protein	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Neurochondrin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Neuromodulin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Neuronal Pentraxin and Related	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Neuronatin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Neurosecretory protein VGF	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Neurotensin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Neurotrophin receptor-related death domain-containing protein	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Neurotrophin-activated signaling adaptor	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Neutral ceramidase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Neutrophil cytosol factor 1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Neutrophil cytosol factor P40	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nitroreductase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	NnrD/CARKD family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Non-lysosomal glucosylceramidase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Non-receptor Tyrosine-protein Phosphatases	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Non-repetitive/WGA-negative nucleoporin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Noncompact myelin-associated protein	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nuclear body protein Sp110/Sp140/Sp140L-like	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Nuclear receptor coactivator, CREB-bp-like, interlocking domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Nuclear receptor coactivator, interlocking	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nuclear receptor-interacting protein 1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nuclear receptor-interacting protein 1, repression domain 3	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Nucleoporin GLFG family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nucleoporin NUP42 domain-containing protein	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nucleoporin Nup133 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nucleoporin Nup84/Nup107 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nucleoporin Nup85 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nucleoporin interacting component (NIC) family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nucleosome assembly protein (NAP) family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nucleotide-binding alpha-beta plait domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nucleotide-binding alpha-beta plait domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Nucleotide-sugar transporter family, SLC35D subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Numb/numb-like	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Nup35 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Nurim family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	ODR-4 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	OGFOD3 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	OST-alpha family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	OST-beta family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	OST1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	OST4 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	OST5 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	OSTC family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	OSTM1 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	OX-2 membrane glycoprotein-like	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Obscurin and Obscurin-like Regulators	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Olfactomedin-like domain-containing protein	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Oligo-1,6-glucosidase, domain 2	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Opalin	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Optineurin/NF-kappa-B Essential Modulator	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Orexin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Otogelin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Oxidative Scavengers and Glycosyltransferases	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Oxidized LDL receptor 1-like	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	P-selectin glycoprotein ligand 1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	P-type ATPase, transmembrane domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	P-type trefoil domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	P22phox family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	P40 nucleoprotein superfamily, Borna disease virus	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	P40 nucleoprotein, Borna disease virus	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	P40 nucleoprotein, subdomain 1, Borna disease virus	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	P40 nucleoprotein, subdomain 2, Borna disease virus	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	PAR6 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PARM family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PC-esterase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PC-esterase family, CASD1 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PDCD10 and GCKIII kinases-associated protein 1 C4orf19/PGCKA1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PDCD10 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PDCD5 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PDE6D/unc-119 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PDZ and LIM domain-containing	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	PDZD8 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PEN-2 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PER33/POM33 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PET100 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PGAP2 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PGAP2IP family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PGAP3 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PGAP4 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PH domain containing protein Boi1/Boi2-like	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	PHAF1/Protein broad-minded	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	PHLDA2 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PHLDA3 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PI3/PI4-kinase family, ATM subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PI3K p85 subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGBOS1-like	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGC family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGF family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGG/PIGN/PIGO family, PIGG subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGG/PIGN/PIGO family, PIGN subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGG/PIGN/PIGO family, PIGO subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGH family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGL family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGM family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGP family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGQ family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGS family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGT family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGU family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGV family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGW family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PIGX family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PILR alpha-associated neural protein	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PKD- and KLD-Associated Transmembrane	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	PNMA family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PNT beta subunit family	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	PP1 inhibitor family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PPP phosphatase family, PP-2B subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PPP phosphatase family, PP-5 (PP-T) subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PPP1R15 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PPase class C family, Prune subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PRCD family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PTH2 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	PUA-like superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	PUB-like domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	PX domain-containing GAP family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Paladin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Pancreatic trypsin inhibitor Kunitz domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Papain-like cysteine peptidase superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Paralemmin	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Parathyroid hormone-responsive B1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Paxillin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Pectin lyase fold/virulence factor	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Pectin lyase fold/virulence factor	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Peptidase C12 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase C13 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase C19 family, USP12/USP46 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase C19 family, USP14/UBP6 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase C19 family, USP2 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase C19 family, USP20/USP33 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase C2 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase C48 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase C54 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase C56 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase C65 family, Otulin subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase M13 family	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Peptidase M16 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase M16 family, UQCRC1/QCR1 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase M16 family, UQCRC2/QCR2 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase M24B family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase M28 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase M48 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase M48A family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase M50A family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase M67C family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase S1 family, Plasminogen subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase S1 family, Tryptase subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase S26 family, IMP1 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase S26 family, IMP2 subfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase S33 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase S8/S53 domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase T1A family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidase U48 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidyl-alpha-hydroxyglycine alpha-amidating lyase family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peptidyl-prolyl cis-trans isomerase FKBP4/5/8-like	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Peptidyl-prolyl cis-trans isomerase domain superfamily	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	1
structural_family	Periaxin family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peripheral myelin protein 22/Epithelial membrane protein-like	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Periphilin-1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peroxin-13 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
structural_family	Peroxin-14 family	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	1
